OBJECTID,ZoningCode,Description,ZoningGroup,Link,Link_Fr,Description_Fr,GlobalID,Shape__Area,Shape__Length
384,RC,Urban Centre Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/6b7e23f3bda54560978b4fdfa94cdc6f/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5d0bc448808e4797a8c42ce1c7c686fc/data,Résidentielle du centre-ville,0a0573f0-3ebf-4c7c-9062-dbfde99c72d7,7102.884765625,414.617433462685
385,RC,Urban Centre Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/6b7e23f3bda54560978b4fdfa94cdc6f/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5d0bc448808e4797a8c42ce1c7c686fc/data,Résidentielle du centre-ville,1c37a4df-1c58-4720-bb78-01ff247ec11a,8335.4140625,376.569098137726
386,RC,Urban Centre Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/6b7e23f3bda54560978b4fdfa94cdc6f/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5d0bc448808e4797a8c42ce1c7c686fc/data,Résidentielle du centre-ville,3ff37bfb-b277-48e4-b46f-ba037429ac82,1594.044921875,180.645052467731
387,RC,Urban Centre Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/6b7e23f3bda54560978b4fdfa94cdc6f/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5d0bc448808e4797a8c42ce1c7c686fc/data,Résidentielle du centre-ville,2831a915-e26b-4dfb-a100-91f7f16a8d61,7317.32421875,361.412103568303
388,RC,Urban Centre Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/6b7e23f3bda54560978b4fdfa94cdc6f/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5d0bc448808e4797a8c42ce1c7c686fc/data,Résidentielle du centre-ville,6cfc2a57-2690-4500-b8bb-8dd5e3aa051e,2284.005859375,192.784530005207
389,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,a51ad554-849e-4e2b-88bf-999f557e7fa2,8373.201171875,424.505104735783
390,RR,Rural Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/d9283e6c116e4fe4b4d4401cfc0f0848/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e1966509d93943e0904ba7180e14b59f/data,Résidentielle rurale,70cfc591-e71c-49fa-85f3-c0020a036c70,8473.537109375,401.408207719355
391,CFN,Neighbourhood Community Facility,Community Facility Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/4ea5010d1386434e87ec35e9bfffa032/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/28093ef5ca144d808c07cb2c70b1fcac/data,Installations communautaires de quartier,33f50b0b-1244-4eaf-a48f-d015adfa92f5,10354.494140625,520.250012794882
392,CFN,Neighbourhood Community Facility,Community Facility Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/4ea5010d1386434e87ec35e9bfffa032/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/28093ef5ca144d808c07cb2c70b1fcac/data,Installations communautaires de quartier,d75dabf6-c640-47ae-8a36-8a0de118d305,13478.08984375,481.984808029412
393,CFN,Neighbourhood Community Facility,Community Facility Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/4ea5010d1386434e87ec35e9bfffa032/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/28093ef5ca144d808c07cb2c70b1fcac/data,Installations communautaires de quartier,36c24482-4fdb-412b-93f9-777e53a2f253,2283.14453125,192.110986504974
394,CFN,Neighbourhood Community Facility,Community Facility Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/4ea5010d1386434e87ec35e9bfffa032/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/28093ef5ca144d808c07cb2c70b1fcac/data,Installations communautaires de quartier,827b47f7-0858-4802-932e-3a0f55b803a2,24528.443359375,648.487635307199
395,CFN,Neighbourhood Community Facility,Community Facility Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/4ea5010d1386434e87ec35e9bfffa032/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/28093ef5ca144d808c07cb2c70b1fcac/data,Installations communautaires de quartier,86a75493-dde9-4e1a-aa2a-718a9e79b313,16773.28125,597.296225826685
396,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,eb7f7013-5b44-4f40-b299-dea544e2db80,2292.251953125,197.099147128665
397,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,80336d02-fd50-480f-ad59-728c39f25fbb,8064.298828125,371.577499128515
398,CU,Uptown Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/18f5394d5a524263903005ba206b0789/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/624cfb58a4794bc7b849b9efc9fe19f7/data,Commerciale du centre-ville,107a90f5-0dae-49aa-8ce2-7fc03b5746ba,2308.55078125,199.017855303257
399,CU,Uptown Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/18f5394d5a524263903005ba206b0789/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/624cfb58a4794bc7b849b9efc9fe19f7/data,Commerciale du centre-ville,cfe22941-bae5-468e-9a3a-2638617025eb,6821.14453125,356.160824567318
400,CU,Uptown Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/18f5394d5a524263903005ba206b0789/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/624cfb58a4794bc7b849b9efc9fe19f7/data,Commerciale du centre-ville,d3fe0739-56cb-456b-8f44-588d404dff9e,6129.26171875,401.121691088191
401,CU,Uptown Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/18f5394d5a524263903005ba206b0789/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/624cfb58a4794bc7b849b9efc9fe19f7/data,Commerciale du centre-ville,2874c181-b257-4898-b58a-fc454508344c,15291.18359375,530.951350309421
402,CU,Uptown Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/18f5394d5a524263903005ba206b0789/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/624cfb58a4794bc7b849b9efc9fe19f7/data,Commerciale du centre-ville,914cac49-729d-40d6-9925-ce683756a4d6,403.53515625,87.8716840849579
403,EP,Environmental Protection,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/67252d65485b40abbf0427bee6a546aa/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/cdfc1322960c4c708268ce8c82757546/data,Protection de l'environnement,29f43582-9080-4192-bd9d-92948121575d,1634509.046875,10354.1269365155
404,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,898d150e-035d-46a0-839b-3571752779cb,489.24609375,93.6484992914604
405,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,22fb62e1-ccec-490e-b37a-a86a94932b18,4158.70703125,327.482607892151
406,RSS,Suburban Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/240b96194d5f4f87ac5b02dc118548b9/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5570dc274bc045329a0438626f12a134/data,Résidentielle suburbaine,e4e600dc-5c24-4d98-9f36-553f747407dd,27114.59375,761.271453478628
407,RSS,Suburban Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/240b96194d5f4f87ac5b02dc118548b9/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5570dc274bc045329a0438626f12a134/data,Résidentielle suburbaine,686c1040-3896-48a1-b2a8-9fa7baf2e686,14847.6171875,503.780752761433
408,RSS,Suburban Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/240b96194d5f4f87ac5b02dc118548b9/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5570dc274bc045329a0438626f12a134/data,Résidentielle suburbaine,fb7e3b6e-ae3d-4b26-9b4e-aa47811001a5,49450.89453125,1087.80822849251
409,RSS,Suburban Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/240b96194d5f4f87ac5b02dc118548b9/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5570dc274bc045329a0438626f12a134/data,Résidentielle suburbaine,7cd39758-d2e6-45ba-b620-eee903719290,611840.779296875,9654.70648184084
410,IH,Heavy Industrial,Industrial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e599feb040cb46a9abbcfddaadc3ceb8/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/52c37a560b334a75b2255de6332fdb25/data,Industrie lourde,4c985fc5-74de-4b93-bd9a-19c6b672a6fb,2777635.21484375,9194.01359264031
411,IH,Heavy Industrial,Industrial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e599feb040cb46a9abbcfddaadc3ceb8/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/52c37a560b334a75b2255de6332fdb25/data,Industrie lourde,f499112b-c511-4142-a7d3-ba53cb8b20ba,469147.689453125,2984.48832261026
412,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,9bb6f5f3-38fd-429d-bf7e-4618a1bf87ba,3192,232.704587185256
413,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,e8d3930f-5e10-425b-8254-77172b4752c2,1467.3515625,159.053701996951
414,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,206e1a23-0790-40b8-a524-dbc1d169f11b,249405.15234375,4254.26679634916
415,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,ecea1040-b30f-4be9-ba63-23a74c492045,3075.765625,347.519161120889
416,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,cfe3504d-53c0-4630-a7f9-679107c81e97,543307.89453125,3860.69777365473
417,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,c85ac76f-8ef4-4d85-9eec-05c37d7fdcd4,12331.58203125,547.055435140832
418,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,1aa15a27-1e24-4e31-9b17-e2fd1ba7703a,7318.51171875,386.540508736909
419,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,d8a04c46-917c-48c1-9432-e9998b71abcc,59988.98828125,1326.76205693963
420,CL,Local Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ac8680ff154c4e4f917693c697f04709/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/cf432cef98f84aad90ebf5db7fbdf49e/data,Commerciale locale,9870db82-39cf-4532-befc-5d351e9bb321,1423.541015625,169.404682258136
421,CL,Local Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ac8680ff154c4e4f917693c697f04709/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/cf432cef98f84aad90ebf5db7fbdf49e/data,Commerciale locale,31f62bc6-6529-413d-971f-15ea4ff0671f,2102.998046875,184.247095086122
422,CL,Local Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ac8680ff154c4e4f917693c697f04709/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/cf432cef98f84aad90ebf5db7fbdf49e/data,Commerciale locale,d7b54e2a-ccec-4aa8-a58f-63993fe2c8a1,5444.759765625,315.887436218947
423,CL,Local Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ac8680ff154c4e4f917693c697f04709/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/cf432cef98f84aad90ebf5db7fbdf49e/data,Commerciale locale,afd2b21b-6a96-490c-93f0-a297ef36a0ef,14096.111328125,497.912224947728
424,CL,Local Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ac8680ff154c4e4f917693c697f04709/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/cf432cef98f84aad90ebf5db7fbdf49e/data,Commerciale locale,abbe6ffe-5973-4350-bdbd-0003e6bc697a,3006.513671875,272.643371235536
425,CM,Mixed Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/2c1d4d14ac004c31bf6c6d917ffe48a1/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/8120e4ff493d42a29cffe776ca47a083/data,Commerciale mixte,6f7cde82-7b0d-4daf-9804-b9671a587a9a,4206.265625,285.194166399452
426,CM,Mixed Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/2c1d4d14ac004c31bf6c6d917ffe48a1/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/8120e4ff493d42a29cffe776ca47a083/data,Commerciale mixte,cd1b8e9b-c1f5-401a-b2a1-f12c4d6fe5f7,6493.470703125,503.952794336481
427,RL,Low-Rise Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/991a199b4e60438b89163879c7a7dce4/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/9b0c415f3f574606a05a324bea62e5d7/data,Résidentielle – Immeubles d’habitation bas,cb5d56d5-01d1-42fc-8941-767aaa5691ce,1002.744140625,130.031445108214
428,RL,Low-Rise Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/991a199b4e60438b89163879c7a7dce4/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/9b0c415f3f574606a05a324bea62e5d7/data,Résidentielle – Immeubles d’habitation bas,afaecafc-722a-4869-8e17-c01de9b42a88,1780.919921875,185.954455414645
429,RL,Low-Rise Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/991a199b4e60438b89163879c7a7dce4/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/9b0c415f3f574606a05a324bea62e5d7/data,Résidentielle – Immeubles d’habitation bas,4924571f-f521-4439-a605-133a469d4697,823.47265625,130.760806251749
430,RL,Low-Rise Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/991a199b4e60438b89163879c7a7dce4/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/9b0c415f3f574606a05a324bea62e5d7/data,Résidentielle – Immeubles d’habitation bas,6024d84a-c724-4f26-ad79-dc8f6b72ee31,2990.1015625,255.842584507608
431,RL,Low-Rise Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/991a199b4e60438b89163879c7a7dce4/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/9b0c415f3f574606a05a324bea62e5d7/data,Résidentielle – Immeubles d’habitation bas,fcb54def-24c0-4cbe-81ea-3f07840ae79b,3042.083984375,260.111212322419
432,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,ae29253d-cc7e-4a69-a4bd-9e8b29f7fa9c,475750.80078125,5788.55758752586
433,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,551595ff-0443-4053-9b7f-d3d7a191c929,7739.40234375,355.379047395383
434,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,d6e52d22-bd21-4def-b222-499c3108b4fb,39063.1484375,1121.31830853262
435,RM,Mid-Rise Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0eb924d0f2d34387a98e3b18518388ba/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e6cdca0594084ac9b7158cc9db4b4c8f/data,Résidentielle – Immeubles d’habitation de hauteur moyenne,9a36bf29-d058-4c26-b135-104e75cb10d4,1539.642578125,178.307802301864
436,RM,Mid-Rise Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0eb924d0f2d34387a98e3b18518388ba/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e6cdca0594084ac9b7158cc9db4b4c8f/data,Résidentielle – Immeubles d’habitation de hauteur moyenne,a8f62d8f-92c0-412c-bf1a-503dcf5b3337,1379.685546875,144.865424591008
437,RM,Mid-Rise Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0eb924d0f2d34387a98e3b18518388ba/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e6cdca0594084ac9b7158cc9db4b4c8f/data,Résidentielle – Immeubles d’habitation de hauteur moyenne,f45132a8-0d1b-4772-83e9-8c90d17a6fa9,49137.98046875,1021.81274405941
438,RM,Mid-Rise Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0eb924d0f2d34387a98e3b18518388ba/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e6cdca0594084ac9b7158cc9db4b4c8f/data,Résidentielle – Immeubles d’habitation de hauteur moyenne,3cf91e40-a956-4cb1-a063-410e5d6824bf,11377.154296875,589.96713189298
439,CFN,Neighbourhood Community Facility,Community Facility Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/4ea5010d1386434e87ec35e9bfffa032/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/28093ef5ca144d808c07cb2c70b1fcac/data,Installations communautaires de quartier,54e255dd-82d7-4c5c-bc2b-388e13fd199b,32881.458984375,765.357372806508
440,RR,Rural Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/d9283e6c116e4fe4b4d4401cfc0f0848/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e1966509d93943e0904ba7180e14b59f/data,Résidentielle rurale,7633a40d-98aa-47cf-bf47-b34e07695900,28091.25390625,945.988937307816
441,RR,Rural Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/d9283e6c116e4fe4b4d4401cfc0f0848/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e1966509d93943e0904ba7180e14b59f/data,Résidentielle rurale,f1c52167-35d6-4d4e-af7f-02eafd02364c,12155.37109375,485.216614833384
442,RR,Rural Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/d9283e6c116e4fe4b4d4401cfc0f0848/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e1966509d93943e0904ba7180e14b59f/data,Résidentielle rurale,3e52f664-fbbf-4373-9a49-bcd0301f4b22,18231.953125,567.191027915143
443,RR,Rural Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/d9283e6c116e4fe4b4d4401cfc0f0848/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e1966509d93943e0904ba7180e14b59f/data,Résidentielle rurale,495d7da9-2dc6-43a7-9e90-5becbc56e7aa,17423.63671875,565.235672852579
444,RR,Rural Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/d9283e6c116e4fe4b4d4401cfc0f0848/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e1966509d93943e0904ba7180e14b59f/data,Résidentielle rurale,5ea9c49c-eb90-48c6-87ed-64b8bcd05762,28124.689453125,987.715889823198
445,RM,Mid-Rise Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0eb924d0f2d34387a98e3b18518388ba/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e6cdca0594084ac9b7158cc9db4b4c8f/data,Résidentielle – Immeubles d’habitation de hauteur moyenne,2abc0d62-b416-4500-9624-eace9a7c5345,10345.798828125,405.172640909409
446,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,2b05e86e-0ac4-4723-bd5a-52a1a8c0abdb,8332.69140625,474.658693447649
447,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,93309a1f-b749-4b91-a9dc-b484be9b00fc,344373.841796875,2824.7910074396
448,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,21cb9f5f-83a5-40af-a1bd-fe085f6e6bdb,2825.19921875,222.937474572073
449,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,f3cdc35d-510b-4250-baae-895714c0b1e3,12709.021484375,712.9625556684
450,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,7acc4950-395e-4c7f-885e-8f357690d18e,32396.021484375,1558.63990791645
451,RS,Rural Settlement Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/494728b1a2e94e3db35d7302e813ca8e/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/3570eeb795254b70aef37284c3b4f5e9/data,Résidentielle de peuplement rurale,ae0f7b2c-da99-4aba-9de2-255c2911b1bf,32434.4296875,818.912477202591
452,RS,Rural Settlement Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/494728b1a2e94e3db35d7302e813ca8e/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/3570eeb795254b70aef37284c3b4f5e9/data,Résidentielle de peuplement rurale,96703f0d-4a63-435a-a7ad-c0238521267d,25799.908203125,626.668033626407
453,RS,Rural Settlement Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/494728b1a2e94e3db35d7302e813ca8e/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/3570eeb795254b70aef37284c3b4f5e9/data,Résidentielle de peuplement rurale,2396031a-1b20-413a-b95d-bdabd061b91d,1895396.2109375,12308.3235263776
454,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,8cdfe4f5-274f-4bc8-975e-a2905e04c26c,6009.4453125,392.600205635016
455,RC,Urban Centre Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/6b7e23f3bda54560978b4fdfa94cdc6f/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5d0bc448808e4797a8c42ce1c7c686fc/data,Résidentielle du centre-ville,1ade6da7-b672-42d9-8630-4c4932b66db5,769.5546875,115.599171300761
456,RC,Urban Centre Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/6b7e23f3bda54560978b4fdfa94cdc6f/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5d0bc448808e4797a8c42ce1c7c686fc/data,Résidentielle du centre-ville,f50914cd-acf8-4c4e-8110-20e16f19cc10,346.55078125,75.5230275663028
457,RC,Urban Centre Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/6b7e23f3bda54560978b4fdfa94cdc6f/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5d0bc448808e4797a8c42ce1c7c686fc/data,Résidentielle du centre-ville,0565d8f9-b1d5-40eb-abbb-71d561472b07,1900.3515625,228.227940550706
458,RC,Urban Centre Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/6b7e23f3bda54560978b4fdfa94cdc6f/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5d0bc448808e4797a8c42ce1c7c686fc/data,Résidentielle du centre-ville,2a18afa6-4082-4560-863d-d6a0191201dc,3729.294921875,277.237723666358
459,RC,Urban Centre Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/6b7e23f3bda54560978b4fdfa94cdc6f/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/5d0bc448808e4797a8c42ce1c7c686fc/data,Résidentielle du centre-ville,b689644a-88a8-4f90-a1bb-0239ac2f6993,43403.046875,1041.43288765626
